track_id,domain,grid_square,position_source,identification,in_exclusion_zone,track_confidence,grid_has_confirmed_maritime_exclusion_breach,grid_has_gps_spoofing
9228,maritime,GS-23,sonar,hostile,0,0.72,1,0
9229,maritime,GS-12,ais,friendly,0,0.414,0,0
9230,maritime,GS-13,sonar,unidentified,0,0.906,0,0
9231,maritime,GS-32,ais,unknown,0,0.702,0,0
9232,air,GS-22,gps,friendly,0,0.985,1,0
9233,air,GS-11,gps,friendly,0,0.683,0,0
9234,air,GS-11,radar,unidentified,1,0.927,0,0
9235,air,GS-32,gps,hostile,1,0.471,0,0
9236,air,GS-32,gps,unknown,1,0.61,0,1
9237,maritime,GS-11,ais,friendly,0,0.55,0,0
9238,air,GS-11,radar,friendly,0,0.823,0,1
9239,maritime,GS-23,ais,hostile,0,0.31,0,0
9240,air,GS-13,gps,unidentified,0,0.643,0,0
9241,maritime,GS-22,sonar,friendly,1,0.796,0,0
9242,maritime,GS-31,ais,friendly,0,0.826,1,0
9243,air,GS-21,radar,unidentified,0,0.966,1,0
9244,maritime,GS-31,ais,friendly,0,0.98,0,0
9245,air,GS-23,radar,friendly,0,0.871,0,0
9246,air,GS-22,gps,friendly,0,0.387,0,0
9247,air,GS-12,radar,friendly,1,0.483,1,0
9248,air,GS-12,radar,friendly,0,0.492,1,0
9249,maritime,GS-21,ais,hostile,0,0.345,0,0
9250,air,GS-32,gps,friendly,0,0.572,0,0
9251,air,GS-31,gps,friendly,0,0.619,1,0
9252,air,GS-22,gps,friendly,1,0.375,0,0
9253,air,GS-21,radar,unidentified,0,0.542,0,0
9254,maritime,GS-11,ais,unknown,0,0.646,0,0
9255,air,GS-31,gps,unidentified,1,0.32,1,1
9256,air,GS-12,gps,unidentified,0,0.926,0,0
9257,air,GS-23,radar,unidentified,1,0.749,1,0
9258,air,GS-11,gps,hostile,0,0.778,0,0
9259,air,GS-22,radar,friendly,0,0.407,1,0
9260,maritime,GS-31,ais,unknown,0,0.95,0,0
9261,maritime,GS-13,sonar,friendly,0,0.926,0,0
9262,maritime,GS-11,ais,friendly,0,0.342,0,1
9263,maritime,GS-21,ais,hostile,0,0.449,0,1
9264,maritime,GS-23,sonar,friendly,0,0.922,0,0
9265,maritime,GS-21,ais,unidentified,0,0.357,0,0
9266,air,GS-31,gps,friendly,0,0.419,0,0
9267,maritime,GS-11,ais,unidentified,1,0.6,0,0
9268,air,GS-11,gps,unknown,0,0.367,0,0
9269,air,GS-11,gps,hostile,1,0.566,0,0
9270,air,GS-21,gps,hostile,1,0.956,0,0
9271,air,GS-23,gps,friendly,0,0.774,0,0
9272,air,GS-21,radar,hostile,1,0.916,0,0
9273,air,GS-21,radar,unidentified,1,0.401,0,0
9274,air,GS-13,radar,friendly,1,0.542,0,0
9275,air,GS-11,gps,friendly,0,0.406,0,0
9276,air,GS-22,gps,hostile,1,0.908,1,0
9277,maritime,GS-11,ais,unknown,0,0.544,0,0
9278,maritime,GS-32,ais,friendly,0,0.427,0,1
9279,air,GS-12,radar,friendly,0,0.742,0,1
9280,air,GS-23,radar,friendly,0,0.396,0,0
9281,maritime,GS-12,ais,unknown,0,0.675,0,0
9282,air,GS-11,gps,unknown,0,0.89,0,0
9283,maritime,GS-22,sonar,unknown,1,0.927,0,0
9284,air,GS-11,radar,friendly,0,0.772,0,0
9285,air,GS-13,radar,unidentified,0,0.917,0,1
9286,air,GS-12,gps,friendly,0,0.84,0,0
9287,maritime,GS-31,sonar,friendly,0,0.903,0,0
9288,air,GS-12,gps,friendly,1,0.785,0,1
9289,maritime,GS-21,ais,unknown,0,0.569,0,0
9290,maritime,GS-32,ais,unidentified,0,0.85,0,1
9291,maritime,GS-13,ais,friendly,0,0.599,0,0
9292,maritime,GS-31,ais,friendly,0,0.78,0,0
9293,maritime,GS-32,ais,unidentified,0,0.625,0,0
9294,air,GS-32,radar,hostile,0,0.482,0,0
9295,air,GS-12,gps,friendly,0,0.35,0,0
9296,air,GS-21,gps,unidentified,0,0.746,0,0
9297,air,GS-23,gps,friendly,0,0.597,0,1
9298,air,GS-13,gps,unknown,0,0.402,1,0
9299,air,GS-31,radar,hostile,1,0.643,0,0
9300,air,GS-21,gps,unidentified,0,0.748,0,0
9301,air,GS-32,gps,friendly,1,0.979,0,0
9302,air,GS-12,gps,friendly,0,0.411,0,0
9303,maritime,GS-11,ais,friendly,0,0.548,0,1
9304,maritime,GS-32,sonar,friendly,0,0.607,0,0
9305,maritime,GS-31,ais,unidentified,1,0.782,0,0
9306,air,GS-13,gps,unknown,0,0.969,0,0
9307,air,GS-22,gps,friendly,0,0.355,1,0
9308,maritime,GS-12,ais,hostile,0,0.788,0,0
9309,maritime,GS-21,ais,hostile,0,0.876,0,0
9310,maritime,GS-22,ais,friendly,0,0.651,0,0
9311,air,GS-21,gps,friendly,0,0.639,0,0
9312,maritime,GS-11,ais,friendly,0,0.776,0,0
9313,air,GS-32,radar,unidentified,0,0.75,0,0
9314,maritime,GS-23,ais,unidentified,0,0.387,0,0
9315,air,GS-13,gps,friendly,0,0.41,0,0
9316,air,GS-11,radar,hostile,0,0.429,0,0
9317,maritime,GS-21,ais,friendly,0,0.697,0,0
9318,maritime,GS-21,sonar,unidentified,1,0.472,1,0
9319,air,GS-31,gps,unidentified,0,0.953,0,0
9320,air,GS-22,gps,unidentified,0,0.472,0,0
9321,air,GS-13,gps,unidentified,0,0.329,0,0
9322,air,GS-31,gps,friendly,0,0.437,0,0
9323,air,GS-21,gps,unidentified,1,0.632,0,0
9324,air,GS-12,gps,hostile,1,0.712,0,0
9325,air,GS-32,gps,unidentified,1,0.981,0,0
9326,air,GS-12,radar,unidentified,0,0.364,0,1
9327,maritime,GS-12,ais,unknown,1,0.498,0,0
9328,air,GS-23,gps,unknown,0,0.71,0,0
9329,air,GS-32,gps,friendly,1,0.578,0,0
9330,air,GS-21,radar,unknown,1,0.659,0,0
9331,air,GS-22,radar,friendly,0,0.857,0,0
9332,maritime,GS-31,sonar,friendly,0,0.719,1,0
9333,maritime,GS-31,sonar,friendly,0,0.467,0,1
9334,air,GS-22,radar,friendly,0,0.403,0,1
9335,air,GS-21,gps,friendly,0,0.646,0,0
9336,maritime,GS-23,ais,friendly,0,0.737,1,0
9337,maritime,GS-11,ais,unknown,0,0.898,0,0
9338,air,GS-13,gps,friendly,1,0.972,0,0
9339,maritime,GS-22,ais,unknown,0,0.413,0,0
9340,air,GS-32,gps,friendly,0,0.312,0,0
9341,air,GS-23,gps,friendly,0,0.373,0,0
9342,maritime,GS-13,ais,hostile,0,0.721,1,0
9343,air,GS-23,radar,unidentified,0,0.372,0,0
9344,maritime,GS-31,sonar,hostile,0,0.808,0,0
9345,maritime,GS-12,ais,unidentified,0,0.354,0,0
9346,air,GS-12,gps,friendly,0,0.819,0,0
9347,maritime,GS-22,ais,friendly,0,0.569,0,0
9348,maritime,GS-13,sonar,unidentified,0,0.603,0,1
9349,air,GS-22,radar,unidentified,0,0.55,0,0
9350,maritime,GS-23,ais,unidentified,1,0.743,0,0
9351,maritime,GS-21,ais,unidentified,1,0.811,0,0
9352,maritime,GS-21,sonar,unknown,0,0.742,0,0
9353,maritime,GS-22,sonar,hostile,0,0.516,0,0
9354,air,GS-12,gps,unidentified,0,0.397,0,0
9355,maritime,GS-13,ais,unknown,0,0.344,0,0
9356,air,GS-31,gps,unidentified,0,0.746,0,0
9357,air,GS-13,radar,friendly,0,0.436,1,1
9358,maritime,GS-22,ais,unidentified,0,0.698,0,0
9359,air,GS-31,radar,unidentified,0,0.656,0,0
9360,maritime,GS-32,ais,friendly,1,0.362,1,0
9361,air,GS-12,radar,friendly,1,0.703,0,0
9362,maritime,GS-23,sonar,unidentified,0,0.517,0,0
9363,maritime,GS-11,sonar,unidentified,0,0.596,0,1
9364,air,GS-32,radar,unidentified,1,0.744,0,0
9365,air,GS-23,gps,hostile,0,0.803,0,0
9366,air,GS-11,radar,hostile,0,0.363,0,0
9367,maritime,GS-32,ais,unidentified,0,0.763,0,0
9368,air,GS-21,gps,friendly,0,0.428,0,0
9369,air,GS-13,gps,friendly,0,0.487,0,0
9370,maritime,GS-12,sonar,unidentified,0,0.499,1,0
9371,air,GS-12,radar,unidentified,0,0.532,1,1
9372,maritime,GS-13,ais,unknown,0,0.901,0,0
9373,maritime,GS-23,sonar,unknown,0,0.433,0,1
9374,maritime,GS-11,sonar,unidentified,0,0.395,0,0
9375,maritime,GS-13,sonar,unknown,1,0.773,1,0
9376,maritime,GS-12,ais,unidentified,0,0.555,0,0
9377,maritime,GS-22,sonar,friendly,0,0.968,0,0
9378,maritime,GS-11,ais,hostile,1,0.914,0,1
9379,air,GS-13,gps,unknown,0,0.768,1,0
9380,air,GS-31,gps,unidentified,0,0.651,0,0
9381,maritime,GS-12,ais,unidentified,0,0.69,0,1
9382,air,GS-11,gps,friendly,0,0.46,0,0
9383,maritime,GS-13,sonar,friendly,1,0.528,0,0
9384,air,GS-11,radar,friendly,0,0.651,0,0
9385,air,GS-22,radar,unidentified,0,0.675,0,0
9386,maritime,GS-23,ais,unidentified,0,0.331,0,0
9387,air,GS-11,gps,hostile,0,0.366,1,0
9388,maritime,GS-11,ais,unknown,1,0.676,0,0
9389,air,GS-32,radar,friendly,0,0.454,0,1
9390,maritime,GS-31,sonar,friendly,1,0.316,1,0
9391,air,GS-21,gps,hostile,0,0.627,0,0
9392,air,GS-11,radar,friendly,0,0.656,0,0
9393,air,GS-23,gps,unidentified,0,0.865,1,0
9394,air,GS-13,gps,unidentified,0,0.441,0,0
9395,air,GS-11,gps,unidentified,0,0.328,0,0
9396,maritime,GS-13,ais,friendly,1,0.499,1,0
9397,air,GS-22,gps,unknown,1,0.758,0,0
9398,air,GS-22,gps,friendly,0,0.677,1,0
9399,air,GS-13,gps,friendly,1,0.564,0,0
9400,maritime,GS-22,ais,unidentified,0,0.845,0,1
9401,air,GS-31,gps,unknown,1,0.721,0,0
9402,air,GS-32,radar,unidentified,0,0.645,0,0
9403,air,GS-31,gps,unknown,0,0.427,0,0
9404,air,GS-21,gps,friendly,0,0.821,0,0
9405,air,GS-31,radar,friendly,0,0.407,0,0
9406,air,GS-11,gps,friendly,0,0.951,0,0
9407,maritime,GS-23,ais,friendly,0,0.855,1,1
9408,maritime,GS-21,ais,friendly,0,0.927,1,0
9409,air,GS-21,gps,hostile,0,0.396,1,0
9410,air,GS-13,radar,unidentified,0,0.678,0,1
9411,air,GS-11,radar,friendly,0,0.411,0,0
9412,air,GS-32,gps,hostile,0,0.786,0,0
9413,air,GS-32,radar,unidentified,1,0.508,0,0
9414,air,GS-32,gps,friendly,0,0.665,1,0
9415,air,GS-23,radar,friendly,1,0.873,1,0
9416,maritime,GS-13,ais,friendly,0,0.421,0,0
9417,air,GS-32,gps,unidentified,0,0.525,0,0
9418,air,GS-31,gps,friendly,0,0.703,1,1
9419,maritime,GS-13,sonar,unidentified,0,0.958,0,0
9420,air,GS-21,gps,unknown,0,0.651,0,0
9421,air,GS-21,radar,friendly,0,0.519,0,1
9422,air,GS-23,gps,unidentified,1,0.368,0,0
9423,maritime,GS-13,sonar,friendly,0,0.349,0,0
9424,maritime,GS-23,ais,friendly,1,0.721,0,0
9425,air,GS-31,radar,friendly,0,0.456,0,0
9426,air,GS-11,radar,friendly,1,0.872,0,0
9427,air,GS-21,radar,hostile,0,0.602,0,0
9428,air,GS-32,gps,friendly,0,0.71,0,0
9429,maritime,GS-21,ais,hostile,1,0.47,0,0
9430,maritime,GS-22,ais,friendly,0,0.356,0,0
9431,maritime,GS-32,ais,friendly,0,0.634,0,0
9432,air,GS-11,radar,unknown,0,0.775,0,0
9433,air,GS-11,gps,friendly,0,0.763,0,0
9434,air,GS-13,radar,unidentified,0,0.959,1,0
9435,maritime,GS-11,ais,friendly,0,0.389,0,0
9436,maritime,GS-22,ais,friendly,0,0.734,0,0
9437,maritime,GS-23,sonar,unknown,0,0.623,0,0
9438,maritime,GS-23,sonar,friendly,0,0.33,0,0
9439,maritime,GS-12,ais,unidentified,0,0.745,0,1
9440,maritime,GS-12,ais,friendly,0,0.55,0,0
9441,air,GS-32,radar,friendly,1,0.367,0,0
9442,maritime,GS-21,sonar,friendly,0,0.476,0,0
9443,maritime,GS-21,sonar,unidentified,1,0.457,0,0
9444,air,GS-13,radar,friendly,1,0.309,0,0
9445,maritime,GS-21,ais,friendly,0,0.658,0,0
9446,maritime,GS-31,ais,hostile,0,0.736,0,0
9447,air,GS-21,radar,unknown,1,0.92,0,0
9448,air,GS-12,gps,unknown,0,0.339,0,0
9449,maritime,GS-23,sonar,friendly,0,0.828,0,0
9450,air,GS-13,gps,unidentified,0,0.301,1,0
9451,maritime,GS-32,sonar,unidentified,0,0.838,0,0
9452,maritime,GS-12,ais,friendly,1,0.483,0,0
9453,air,GS-12,gps,unidentified,1,0.613,0,0
9454,maritime,GS-21,ais,unknown,1,0.523,0,0
9455,air,GS-23,radar,friendly,0,0.477,0,0
9456,air,GS-13,radar,unidentified,0,0.369,0,0
9457,maritime,GS-22,sonar,unknown,0,0.854,0,0
9458,air,GS-21,radar,unknown,0,0.738,0,0
9459,maritime,GS-12,sonar,friendly,1,0.649,0,0
9460,air,GS-31,gps,unknown,0,0.913,0,0
9461,air,GS-31,gps,hostile,0,0.407,0,0
9462,air,GS-21,gps,friendly,1,0.957,1,0
9463,maritime,GS-31,ais,unidentified,0,0.858,0,0
9464,air,GS-31,radar,unknown,0,0.659,0,0
9465,maritime,GS-23,sonar,friendly,1,0.844,0,0
9466,air,GS-23,radar,friendly,1,0.98,1,0
9467,air,GS-32,radar,unidentified,0,0.453,1,0
9468,maritime,GS-23,ais,friendly,0,0.842,0,0
9469,air,GS-22,radar,friendly,0,0.715,0,0
9470,air,GS-31,radar,friendly,0,0.565,0,1
9471,air,GS-32,gps,unidentified,0,0.978,0,0
9472,air,GS-32,radar,unidentified,0,0.64,1,0
9473,maritime,GS-22,sonar,unidentified,0,0.355,1,0
9474,air,GS-31,gps,friendly,1,0.887,0,0
9475,air,GS-12,gps,unknown,0,0.748,0,0
9476,maritime,GS-31,sonar,unknown,1,0.405,0,0
9477,maritime,GS-22,ais,unidentified,1,0.901,0,0
9478,air,GS-11,gps,unknown,0,0.359,0,0
9479,maritime,GS-21,ais,friendly,0,0.628,1,1
9480,maritime,GS-12,sonar,unidentified,1,0.524,0,0
9481,air,GS-13,radar,unidentified,1,0.336,1,1
9482,air,GS-21,gps,friendly,0,0.966,0,0
9483,air,GS-31,radar,friendly,1,0.674,0,0
9484,air,GS-23,gps,unidentified,0,0.505,0,0
9485,air,GS-11,radar,unidentified,0,0.311,1,0
9486,air,GS-13,radar,unidentified,1,0.621,0,0
9487,air,GS-13,gps,unknown,1,0.958,0,0
9488,air,GS-32,gps,unidentified,0,0.675,0,0
9489,air,GS-23,gps,friendly,0,0.612,0,0
9490,air,GS-11,gps,friendly,0,0.569,0,0
9491,maritime,GS-13,sonar,unidentified,0,0.307,0,1
9492,maritime,GS-12,sonar,unknown,0,0.589,0,0
9493,air,GS-23,gps,unidentified,0,0.854,0,0
9494,maritime,GS-32,sonar,unknown,0,0.469,0,0
9495,air,GS-11,radar,friendly,0,0.564,0,0
9496,maritime,GS-22,sonar,friendly,0,0.952,0,0
9497,air,GS-21,radar,hostile,0,0.664,0,0
9498,air,GS-31,gps,unidentified,0,0.74,1,0
9499,maritime,GS-12,ais,friendly,0,0.477,0,0
9500,air,GS-22,radar,unidentified,0,0.332,0,0
9501,air,GS-31,radar,hostile,1,0.53,0,0
9502,maritime,GS-21,ais,friendly,0,0.614,0,0
9503,air,GS-22,gps,unidentified,0,0.912,0,0
9504,air,GS-21,gps,friendly,0,0.86,0,0
9505,maritime,GS-12,ais,unidentified,0,0.976,1,1
9506,maritime,GS-13,sonar,friendly,0,0.708,1,0
9507,maritime,GS-22,ais,unidentified,0,0.806,0,0
9508,air,GS-21,gps,unidentified,1,0.458,1,0
9509,air,GS-11,gps,unidentified,0,0.926,0,0
9510,air,GS-11,radar,hostile,0,0.803,0,0
9511,air,GS-12,gps,friendly,0,0.437,1,1
9512,maritime,GS-31,sonar,friendly,0,0.524,0,0
9513,maritime,GS-21,ais,friendly,0,0.781,1,0
9514,maritime,GS-21,ais,unidentified,0,0.678,0,0
9515,maritime,GS-23,ais,unknown,1,0.437,0,1
9516,air,GS-13,gps,friendly,0,0.567,0,0
9517,maritime,GS-31,sonar,unidentified,1,0.671,0,0
9518,maritime,GS-22,ais,friendly,0,0.645,0,1
9519,maritime,GS-31,ais,hostile,1,0.34,0,0
9520,air,GS-22,gps,unidentified,0,0.664,0,0
9521,air,GS-12,radar,hostile,0,0.529,1,0
9522,air,GS-12,radar,friendly,0,0.406,0,0
9523,air,GS-11,radar,friendly,0,0.767,0,0
9524,maritime,GS-23,sonar,unidentified,1,0.709,0,0
9525,maritime,GS-23,ais,hostile,0,0.71,0,0
9526,maritime,GS-23,sonar,friendly,0,0.536,0,0
9527,air,GS-21,radar,friendly,1,0.813,0,0
9528,air,GS-31,radar,friendly,0,0.865,1,0
9529,air,GS-13,radar,unidentified,0,0.645,0,0
9530,air,GS-31,gps,unknown,0,0.495,1,0
9531,maritime,GS-11,ais,friendly,1,0.813,0,0
9532,air,GS-31,gps,friendly,0,0.342,0,0
9533,maritime,GS-31,sonar,unidentified,1,0.678,1,0
9534,air,GS-12,radar,friendly,0,0.551,0,0
9535,air,GS-31,gps,unidentified,0,0.303,0,0
9536,maritime,GS-31,ais,friendly,0,0.737,0,0
9537,air,GS-12,gps,friendly,1,0.419,0,0
9538,maritime,GS-12,ais,friendly,0,0.741,0,0
9539,maritime,GS-13,sonar,hostile,0,0.545,0,0
9540,maritime,GS-31,sonar,friendly,0,0.918,0,0
9541,air,GS-23,gps,unidentified,0,0.961,0,0
9542,air,GS-22,gps,friendly,0,0.967,0,1
9543,maritime,GS-31,ais,friendly,0,0.345,0,0
9544,air,GS-23,gps,unidentified,0,0.389,0,0
9545,air,GS-13,radar,unknown,0,0.729,1,0
9546,air,GS-11,radar,friendly,0,0.708,0,0
9547,air,GS-23,radar,unidentified,0,0.401,0,0
9548,maritime,GS-32,sonar,unknown,0,0.831,1,0
9549,air,GS-23,gps,unidentified,0,0.52,0,0
9550,air,GS-22,radar,friendly,0,0.314,0,0
9551,maritime,GS-11,sonar,unidentified,1,0.413,0,0
9552,air,GS-11,gps,friendly,0,0.917,1,0
9553,maritime,GS-13,sonar,hostile,1,0.93,0,1
9554,maritime,GS-22,sonar,friendly,1,0.759,0,0
9555,air,GS-11,gps,friendly,0,0.867,1,0
9556,air,GS-32,gps,hostile,1,0.517,0,0
9557,air,GS-22,gps,unknown,0,0.45,0,0
9558,air,GS-21,gps,friendly,0,0.474,0,0
9559,maritime,GS-12,ais,hostile,1,0.633,0,1
9560,maritime,GS-12,ais,hostile,1,0.399,0,0
9561,air,GS-22,gps,unidentified,0,0.628,0,1
9562,air,GS-23,radar,unidentified,1,0.837,0,0
9563,air,GS-22,gps,unidentified,0,0.668,0,0
9564,maritime,GS-11,sonar,hostile,1,0.815,0,0
9565,air,GS-23,radar,unidentified,1,0.865,0,0
9566,air,GS-21,radar,unknown,1,0.777,0,1
9567,maritime,GS-21,ais,hostile,1,0.561,1,0
9568,maritime,GS-22,sonar,hostile,0,0.349,0,0
9569,air,GS-23,radar,friendly,0,0.455,0,0
9570,air,GS-11,radar,unidentified,0,0.744,1,0
9571,air,GS-23,radar,friendly,0,0.963,0,0
9572,air,GS-23,gps,hostile,0,0.703,0,1
9573,maritime,GS-11,sonar,friendly,1,0.666,0,0
9574,air,GS-31,radar,friendly,1,0.943,0,0
9575,maritime,GS-12,ais,unidentified,0,0.979,0,0
9576,air,GS-32,gps,friendly,1,0.469,0,0
9577,maritime,GS-11,ais,friendly,1,0.743,0,0
9578,air,GS-12,radar,unidentified,1,0.428,0,0
9579,air,GS-31,radar,unknown,0,0.683,0,0
9580,maritime,GS-11,ais,friendly,0,0.615,0,1
9581,maritime,GS-12,ais,unidentified,0,0.531,0,0
9582,air,GS-21,radar,unidentified,0,0.926,0,0
9583,air,GS-32,gps,unidentified,0,0.346,0,0
9584,maritime,GS-11,ais,friendly,0,0.876,0,0
9585,maritime,GS-13,sonar,unidentified,1,0.978,0,0
9586,maritime,GS-32,ais,friendly,0,0.302,0,0
9587,air,GS-12,radar,friendly,0,0.702,0,0
9588,maritime,GS-11,ais,unidentified,0,0.837,1,0
9589,air,GS-11,gps,friendly,0,0.781,0,0
9590,air,GS-23,radar,unknown,1,0.304,0,0
9591,air,GS-11,radar,unknown,0,0.783,0,0
9592,air,GS-32,radar,unidentified,0,0.353,0,0
9593,air,GS-31,radar,unidentified,1,0.384,0,0
9594,maritime,GS-31,ais,unknown,0,0.823,0,0
9595,maritime,GS-32,sonar,unidentified,0,0.375,0,0
9596,maritime,GS-21,ais,friendly,1,0.461,1,0
9597,air,GS-12,gps,friendly,0,0.597,0,0
9598,air,GS-23,radar,unidentified,0,0.413,0,0
9599,air,GS-23,radar,friendly,0,0.948,0,0
9600,maritime,GS-22,ais,friendly,0,0.669,0,0
9601,maritime,GS-32,sonar,friendly,1,0.474,1,0
9602,maritime,GS-13,sonar,unknown,0,0.954,0,0
9603,air,GS-31,gps,friendly,0,0.919,0,0
9604,air,GS-11,radar,friendly,1,0.32,0,0
9605,air,GS-22,radar,friendly,0,0.617,1,1
9606,maritime,GS-21,sonar,friendly,1,0.536,0,1
9607,maritime,GS-12,sonar,friendly,0,0.953,0,0
9608,air,GS-32,radar,unidentified,1,0.455,0,0
9609,air,GS-31,radar,unidentified,1,0.441,0,0
9610,air,GS-32,radar,unknown,0,0.44,0,0
9611,air,GS-11,radar,unidentified,1,0.775,0,1
9612,maritime,GS-13,ais,friendly,0,0.437,0,0
9613,air,GS-22,radar,unknown,0,0.498,1,1
9614,air,GS-21,gps,hostile,0,0.592,0,0
9615,maritime,GS-11,sonar,unidentified,0,0.685,0,0
9616,air,GS-21,gps,unidentified,0,0.536,0,0
9617,air,GS-11,radar,friendly,1,0.84,0,0
9618,maritime,GS-22,sonar,friendly,1,0.799,0,0
9619,maritime,GS-13,ais,friendly,1,0.927,0,0
9620,air,GS-22,gps,hostile,0,0.752,1,0
9621,maritime,GS-12,ais,unidentified,0,0.715,0,0
9622,air,GS-32,radar,hostile,1,0.975,0,0
9623,air,GS-13,radar,unidentified,0,0.937,0,0
9624,maritime,GS-32,sonar,friendly,0,0.756,0,0
9625,maritime,GS-12,ais,unidentified,1,0.637,0,0
9626,air,GS-32,radar,friendly,0,0.318,0,0
9627,maritime,GS-11,ais,friendly,0,0.738,1,0
9628,air,GS-13,radar,friendly,0,0.934,0,0
9629,air,GS-11,gps,friendly,0,0.689,0,1
9630,air,GS-31,radar,friendly,1,0.424,0,0
9631,air,GS-21,gps,friendly,0,0.7,0,0
9632,maritime,GS-13,ais,unidentified,0,0.809,0,0
9633,maritime,GS-32,sonar,unidentified,1,0.425,0,0
9634,maritime,GS-12,ais,hostile,1,0.724,0,0
9635,air,GS-11,radar,unknown,0,0.318,0,0
9636,maritime,GS-13,ais,hostile,0,0.417,0,0
9637,maritime,GS-13,ais,unidentified,0,0.837,0,0
9638,air,GS-23,radar,friendly,0,0.77,0,0
9639,air,GS-23,radar,friendly,1,0.313,0,0
9640,air,GS-31,gps,unidentified,0,0.51,0,0
9641,maritime,GS-32,sonar,friendly,1,0.867,1,0
9642,air,GS-13,gps,unknown,0,0.481,0,1
9643,air,GS-21,gps,friendly,0,0.615,0,0
9644,air,GS-23,radar,friendly,0,0.714,0,0
9645,air,GS-31,radar,friendly,0,0.33,0,0
9646,maritime,GS-11,ais,friendly,1,0.578,0,0
9647,maritime,GS-32,sonar,friendly,1,0.636,1,0
9648,air,GS-11,gps,friendly,0,0.745,0,0
9649,maritime,GS-23,ais,unidentified,1,0.601,0,0
9650,air,GS-11,radar,hostile,0,0.683,0,0
9651,maritime,GS-11,ais,unidentified,0,0.419,1,0
9652,air,GS-22,gps,unidentified,0,0.84,0,0
9653,maritime,GS-22,sonar,friendly,0,0.437,1,0
9654,maritime,GS-13,ais,hostile,1,0.685,0,0
9655,maritime,GS-21,sonar,unknown,0,0.503,1,0
9656,maritime,GS-22,ais,friendly,0,0.414,0,0
9657,air,GS-32,gps,hostile,0,0.765,0,0
9658,air,GS-21,gps,friendly,1,0.984,0,0
9659,air,GS-12,gps,unidentified,0,0.986,0,0
9660,air,GS-32,gps,unknown,0,0.673,1,0
9661,maritime,GS-22,ais,unidentified,0,0.473,0,0
9662,maritime,GS-32,sonar,friendly,0,0.894,0,0
9663,air,GS-21,radar,friendly,0,0.376,0,0
9664,maritime,GS-31,ais,unidentified,1,0.814,1,0
9665,air,GS-23,gps,friendly,1,0.807,1,0
9666,maritime,GS-21,ais,friendly,0,0.955,0,0
9667,air,GS-21,radar,unknown,1,0.654,0,0
9668,maritime,GS-22,sonar,friendly,0,0.641,0,0
9669,air,GS-31,gps,friendly,0,0.983,0,0
9670,air,GS-11,radar,friendly,1,0.943,0,0
9671,maritime,GS-31,ais,friendly,1,0.585,0,0
9672,maritime,GS-11,ais,friendly,0,0.953,0,1
9673,air,GS-21,radar,friendly,0,0.691,0,0
9674,air,GS-11,radar,friendly,0,0.866,1,0
9675,maritime,GS-13,ais,friendly,0,0.899,0,0
9676,maritime,GS-21,ais,unidentified,1,0.58,0,0
9677,air,GS-21,gps,friendly,1,0.865,0,0
9678,air,GS-31,radar,unidentified,0,0.783,0,0
9679,air,GS-32,radar,unidentified,0,0.875,0,0
9680,maritime,GS-23,ais,unknown,0,0.454,1,0
9681,air,GS-22,gps,hostile,1,0.7,0,0
9682,air,GS-23,radar,friendly,1,0.367,0,0
9683,air,GS-12,radar,unknown,0,0.872,0,0
9684,air,GS-32,gps,friendly,0,0.414,1,0
9685,air,GS-22,radar,unknown,0,0.688,0,0
9686,air,GS-31,radar,hostile,0,0.643,0,0
9687,maritime,GS-31,ais,unidentified,0,0.708,0,0
9688,air,GS-23,gps,friendly,0,0.486,0,0
9689,air,GS-11,gps,unidentified,0,0.951,0,0
9690,air,GS-32,gps,unidentified,1,0.887,0,1
9691,air,GS-21,gps,unidentified,1,0.402,0,0
9692,maritime,GS-13,ais,hostile,0,0.808,1,0
9693,air,GS-32,gps,unidentified,0,0.952,0,0
9694,air,GS-13,radar,unidentified,0,0.576,1,1
9695,maritime,GS-13,sonar,unidentified,0,0.536,0,0
9696,air,GS-21,radar,friendly,1,0.414,0,0
9697,air,GS-11,gps,unidentified,0,0.57,0,1
9698,air,GS-32,gps,unknown,1,0.475,0,0
9699,maritime,GS-12,ais,unidentified,0,0.396,0,0
9700,maritime,GS-31,sonar,friendly,0,0.729,0,0
9701,air,GS-31,gps,friendly,0,0.955,0,0
9702,maritime,GS-31,sonar,friendly,1,0.642,0,0
9703,air,GS-22,gps,friendly,1,0.538,0,0
9704,maritime,GS-23,sonar,friendly,0,0.446,0,0
9705,maritime,GS-32,ais,hostile,1,0.617,0,0
9706,air,GS-22,radar,unknown,0,0.336,1,0
9707,air,GS-23,radar,unidentified,0,0.755,0,0
9708,maritime,GS-32,ais,unidentified,0,0.4,0,0
9709,air,GS-11,radar,unidentified,0,0.766,0,0
9710,maritime,GS-31,sonar,unknown,1,0.587,1,0
9711,air,GS-11,radar,friendly,1,0.856,0,0
9712,maritime,GS-32,ais,hostile,1,0.389,0,0
9713,maritime,GS-13,ais,unknown,0,0.409,0,1
9714,maritime,GS-13,ais,unidentified,0,0.707,0,0
9715,air,GS-12,gps,hostile,1,0.385,0,0
9716,air,GS-22,gps,unidentified,0,0.505,0,0
9717,maritime,GS-13,sonar,friendly,1,0.672,0,0
9718,maritime,GS-13,sonar,friendly,1,0.913,0,0
9719,maritime,GS-21,ais,friendly,0,0.616,0,0
