exchange_id,schema_version,component_id,mandatory_fields_present,field_in_range,requested_capacity,available_capacity,device_state_from,device_state_to,init_health_passed,request_priority,active_allocation_priority,preemption_performed,ack_latency_ms,ack_latency_limit_ms
2973,v3,RRM-1,1,1,14,28,INIT,ACTIVE,0,5,5,0,69,250
2974,v2,RRM-3,1,1,10,95,ACTIVE,ACTIVE,1,4,3,1,5,250
2975,v3,RRM-4,1,1,13,37,IDLE,INIT,1,5,2,1,463,250
2976,v2,RRM-0,1,1,75,93,IDLE,INIT,1,4,4,1,227,250
2977,v2,RRM-1,1,1,25,51,ACTIVE,IDLE,1,2,3,0,204,250
2978,v1,RRM-2,1,1,10,47,INIT,ACTIVE,1,4,2,1,127,250
2979,v2,RRM-2,1,1,55,38,INIT,ACTIVE,1,2,5,0,141,250
2980,v1,RRM-4,1,0,68,71,INIT,ACTIVE,1,3,4,0,33,250
2981,v3,RRM-3,1,0,64,90,INIT,ACTIVE,1,4,5,1,172,250
2982,v1,RRM-1,1,1,25,63,IDLE,INIT,0,2,2,1,144,250
2983,v1,RRM-4,1,1,15,23,IDLE,INIT,1,3,3,0,76,250
2984,v1,RRM-1,1,1,19,22,ACTIVE,IDLE,1,2,3,1,217,250
2985,v1,RRM-2,1,1,29,33,INIT,ACTIVE,1,2,3,0,20,250
2986,v3,RRM-1,1,1,5,23,INIT,ACTIVE,1,4,5,1,106,250
2987,v1,RRM-2,1,1,42,70,ACTIVE,IDLE,1,1,3,1,164,250
2988,v1,RRM-3,1,0,1,35,ACTIVE,IDLE,1,5,3,1,250,250
2989,v2,RRM-1,1,1,41,94,IDLE,INIT,1,3,2,1,336,250
2990,v2,RRM-1,0,1,92,99,ACTIVE,IDLE,0,5,4,1,192,250
2991,v1,RRM-4,1,1,44,90,IDLE,INIT,0,3,4,1,329,250
2992,v1,RRM-1,1,1,50,54,INIT,ACTIVE,1,3,2,1,228,250
2993,v3,RRM-4,1,1,20,28,ACTIVE,IDLE,0,5,4,1,179,250
2994,v3,RRM-2,0,1,23,70,IDLE,INIT,1,3,4,1,109,250
2995,v2,RRM-2,1,1,36,36,IDLE,INIT,1,2,3,1,154,250
2996,v1,RRM-4,1,1,27,62,ACTIVE,IDLE,0,5,5,1,6,250
2997,v3,RRM-4,1,1,38,46,IDLE,INIT,1,4,3,1,145,250
2998,v3,RRM-3,1,1,12,65,ACTIVE,IDLE,1,5,5,0,156,250
2999,v1,RRM-2,1,1,4,20,ACTIVE,IDLE,0,4,1,1,330,250
3000,v3,RRM-3,1,1,25,28,ACTIVE,IDLE,0,5,5,0,177,250
3001,v1,RRM-4,1,1,42,98,IDLE,INIT,0,2,2,0,115,250
3002,v3,RRM-2,1,1,44,64,ACTIVE,IDLE,0,4,2,1,225,250
3003,v1,RRM-3,1,1,80,85,IDLE,INIT,0,2,3,0,193,250
3004,v1,RRM-3,1,0,52,71,INIT,ACTIVE,1,3,1,1,128,250
3005,v1,RRM-4,1,1,38,77,IDLE,INIT,0,4,1,1,116,250
3006,v2,RRM-3,1,1,10,40,ACTIVE,ACTIVE,1,2,2,1,33,250
3007,v3,RRM-3,1,1,27,46,INIT,ACTIVE,1,3,2,1,62,250
3008,v1,RRM-1,1,1,28,35,ACTIVE,IDLE,0,5,1,1,252,250
3009,v2,RRM-3,1,1,74,94,ACTIVE,IDLE,1,3,5,1,215,250
3010,v2,RRM-4,1,1,19,81,INIT,ACTIVE,1,5,5,1,46,250
3011,v1,RRM-3,1,1,34,84,INIT,ACTIVE,1,2,1,1,5,250
3012,v1,RRM-2,1,1,6,47,INIT,ACTIVE,0,4,5,0,163,250
3013,v2,RRM-2,1,1,27,47,ACTIVE,IDLE,1,5,4,1,54,250
3014,v2,RRM-3,1,1,22,42,ACTIVE,IDLE,0,2,5,0,349,250
3015,v3,RRM-1,1,1,39,74,ACTIVE,IDLE,0,5,2,1,61,250
3016,v3,RRM-2,1,1,94,55,INIT,ACTIVE,1,3,4,1,23,250
3017,v3,UNREG-9,1,1,41,46,IDLE,INIT,0,1,4,1,142,250
3018,v2,RRM-1,1,1,72,47,INIT,ACTIVE,1,2,4,1,74,250
3019,v1,RRM-3,1,1,16,23,IDLE,INIT,1,5,3,1,90,250
3020,v1,RRM-3,1,1,14,98,ACTIVE,IDLE,0,5,1,1,122,250
3021,v1,RRM-4,0,1,26,51,ACTIVE,IDLE,0,1,2,1,59,250
3022,v1,RRM-1,1,1,25,28,IDLE,IDLE,1,1,3,0,235,250
3023,v2,RRM-3,1,1,49,82,IDLE,INIT,0,1,2,1,154,250
3024,v1,RRM-2,1,1,23,44,INIT,ACTIVE,1,5,4,1,426,250
3025,v0,RRM-3,1,1,28,28,IDLE,INIT,0,4,3,1,58,250
3026,v3,RRM-1,1,1,18,47,IDLE,INIT,1,3,1,1,14,250
3027,v1,RRM-1,1,1,32,91,INIT,ACTIVE,1,2,2,0,95,250
3028,v2,RRM-2,1,1,19,30,INIT,INIT,1,4,4,0,46,250
3029,v2,RRM-0,1,1,51,66,INIT,ACTIVE,1,4,1,1,104,250
3030,v2,RRM-3,1,1,24,36,INIT,IDLE,1,2,4,0,232,250
3031,v2,RRM-4,1,1,10,51,INIT,ACTIVE,1,5,3,1,6,250
3032,v2,RRM-2,1,0,21,88,INIT,ACTIVE,1,2,2,0,199,250
3033,v3,RRM-4,1,1,5,65,IDLE,INIT,1,1,2,1,371,250
3034,v1,RRM-2,1,1,38,27,INIT,ACTIVE,1,4,1,1,178,250
3035,v9,RRM-2,1,1,50,66,ACTIVE,IDLE,0,4,3,1,108,250
3036,v2,RRM-4,1,1,34,40,INIT,ACTIVE,0,4,2,1,213,250
3037,v1,RRM-4,1,1,37,79,ACTIVE,IDLE,1,4,1,0,86,250
3038,v3,RRM-1,1,1,19,74,ACTIVE,IDLE,1,3,4,1,109,250
3039,v1,RRM-3,1,1,32,45,INIT,ACTIVE,1,4,4,1,122,250
3040,v2,RRM-1,1,1,7,45,IDLE,INIT,1,5,1,1,287,250
3041,v3,RRM-3,1,1,27,33,ACTIVE,INIT,1,4,4,0,75,250
3042,v3,RRM-1,1,1,21,37,INIT,ACTIVE,0,1,5,1,208,250
3043,v1,RRM-1,1,1,21,72,ACTIVE,IDLE,0,3,5,0,152,250
3044,v2,RRM-1,0,1,23,57,IDLE,INIT,0,3,1,1,143,250
3045,v3,RRM-3,0,1,8,25,ACTIVE,IDLE,0,2,2,0,121,250
3046,v3,RRM-3,1,1,21,22,INIT,ACTIVE,1,2,1,1,157,250
3047,v1,RRM-2,1,1,72,93,ACTIVE,INIT,1,3,4,0,209,250
3048,v3,RRM-1,0,1,57,97,INIT,ACTIVE,1,4,2,1,60,250
3049,v2,RRM-4,1,1,27,68,ACTIVE,IDLE,1,5,5,0,7,250
3050,v1,RRM-1,1,1,95,59,IDLE,INIT,1,1,3,0,22,250
3051,v2,RRM-1,1,1,59,65,ACTIVE,IDLE,1,5,3,0,227,250
3052,v1,RRM-2,1,1,31,86,ACTIVE,IDLE,0,3,5,1,368,250
3053,v2,RRM-3,1,1,75,78,ACTIVE,IDLE,0,3,1,1,67,250
3054,v3,RRM-1,0,1,0,55,IDLE,INIT,0,5,2,1,162,250
3055,v0,RRM-3,1,1,15,93,INIT,ACTIVE,1,2,3,0,58,250
3056,v3,RRM-1,1,1,78,81,IDLE,INIT,1,5,1,1,199,250
3057,v2,UNREG-9,1,1,81,83,INIT,ACTIVE,1,1,2,1,84,250
3058,v2,RRM-1,1,1,34,43,IDLE,INIT,0,2,4,1,184,250
3059,v1,RRM-2,1,1,9,48,ACTIVE,IDLE,1,5,1,0,210,250
3060,v2,RRM-4,0,1,41,46,INIT,ACTIVE,1,5,2,1,175,250
3061,v9,RRM-4,1,1,8,23,INIT,ACTIVE,1,5,2,1,127,250
3062,v2,RRM-3,1,1,8,47,IDLE,INIT,1,4,1,1,122,250
3063,v2,RRM-3,0,1,72,87,ACTIVE,IDLE,0,4,5,1,130,250
3064,v0,RRM-4,1,1,9,21,IDLE,INIT,1,3,5,1,35,250
3065,v9,RRM-2,1,1,21,75,ACTIVE,IDLE,1,1,5,1,172,250
3066,v1,RRM-2,1,1,32,76,IDLE,INIT,0,4,5,0,69,250
3067,v1,RRM-3,1,1,12,40,INIT,ACTIVE,1,5,2,1,68,250
3068,v2,RRM-3,1,1,65,47,INIT,ACTIVE,1,3,4,1,93,250
3069,v2,RRM-2,1,1,12,47,ACTIVE,IDLE,0,1,2,1,39,250
3070,v3,RRM-2,1,1,61,82,ACTIVE,IDLE,0,5,5,1,169,250
3071,v0,RRM-3,1,1,10,58,ACTIVE,IDLE,0,4,5,1,223,250
3072,v3,RRM-1,1,1,16,30,IDLE,IDLE,1,5,3,1,14,250
3073,v3,RRM-2,1,1,6,36,ACTIVE,IDLE,1,3,1,0,65,250
3074,v3,RRM-4,1,1,27,36,IDLE,INIT,0,1,4,1,142,250
3075,v3,RRM-1,1,1,48,41,INIT,ACTIVE,1,3,3,1,126,250
3076,v1,RRM-1,1,1,10,34,ACTIVE,IDLE,1,3,4,1,20,250
3077,v3,RRM-2,1,1,34,71,INIT,ACTIVE,1,2,2,0,331,250
3078,v3,RRM-2,1,1,71,82,INIT,ACTIVE,1,1,4,1,25,250
3079,v2,RRM-1,1,1,6,30,INIT,INIT,1,5,3,1,134,250
3080,v3,RRM-3,1,1,47,96,ACTIVE,IDLE,1,3,4,0,37,250
3081,v3,RRM-4,1,0,43,70,IDLE,INIT,0,4,4,0,55,250
3082,v2,RRM-4,1,1,5,27,IDLE,INIT,0,3,4,0,174,250
3083,v9,RRM-2,1,1,14,77,ACTIVE,IDLE,0,2,1,1,195,250
3084,v2,RRM-2,1,1,16,51,INIT,ACTIVE,0,2,5,0,161,250
3085,v3,RRM-4,1,0,13,39,INIT,ACTIVE,1,2,2,0,6,250
3086,v1,RRM-1,1,1,55,51,IDLE,INIT,0,2,3,1,52,250
3087,v0,RRM-1,1,1,33,60,ACTIVE,IDLE,1,3,4,1,175,250
3088,v2,RRM-4,1,1,34,86,ACTIVE,IDLE,1,3,2,1,368,250
3089,v1,RRM-1,1,1,23,78,IDLE,INIT,0,5,1,1,67,250
3090,v3,UNREG-9,1,1,29,37,ACTIVE,IDLE,0,3,4,1,196,250
3091,v2,RRM-3,1,1,81,54,IDLE,INIT,0,5,2,1,13,250
3092,v1,RRM-0,1,1,0,44,IDLE,INIT,1,4,3,1,150,250
3093,v0,RRM-4,1,1,51,65,IDLE,INIT,1,4,2,1,116,250
3094,v0,RRM-4,1,1,45,71,IDLE,INIT,0,1,1,1,113,250
3095,v2,RRM-2,1,1,12,25,INIT,ACTIVE,1,2,1,1,183,250
3096,v3,RRM-4,1,1,4,60,IDLE,ACTIVE,1,1,4,1,86,250
3097,v2,RRM-3,1,1,19,37,INIT,ACTIVE,1,5,5,1,24,250
3098,v2,RRM-1,0,1,51,71,IDLE,INIT,1,1,4,0,123,250
3099,v3,RRM-3,1,1,1,42,ACTIVE,IDLE,0,2,3,1,246,250
3100,v2,RRM-3,1,1,20,32,INIT,ACTIVE,0,1,3,1,134,250
3101,v3,RRM-4,1,1,72,99,IDLE,INIT,0,5,2,1,166,250
3102,v2,RRM-4,1,1,2,45,INIT,ACTIVE,1,5,1,1,69,250
3103,v1,RRM-1,1,1,23,89,ACTIVE,IDLE,1,4,3,0,119,250
3104,v3,RRM-1,1,1,78,90,INIT,ACTIVE,0,2,1,1,180,250
3105,v3,RRM-1,1,1,65,39,IDLE,INIT,1,1,4,1,10,250
3106,v1,RRM-3,1,1,45,100,IDLE,INIT,0,5,3,1,288,250
3107,v9,RRM-1,1,1,28,51,IDLE,INIT,0,3,4,1,236,250
3108,v2,RRM-1,1,1,42,51,INIT,ACTIVE,0,1,1,1,179,250
3109,v2,RRM-3,0,1,39,61,IDLE,INIT,0,5,2,1,39,250
3110,v1,RRM-3,1,1,0,24,INIT,ACTIVE,0,2,1,1,168,250
3111,v1,RRM-2,1,1,35,38,ACTIVE,IDLE,1,4,2,0,115,250
3112,v3,RRM-3,1,1,18,22,INIT,ACTIVE,1,1,4,0,180,250
3113,v1,RRM-3,1,1,14,21,INIT,ACTIVE,0,5,4,1,159,250
3114,v2,RRM-4,1,0,38,70,ACTIVE,IDLE,0,1,2,1,20,250
3115,v1,RRM-2,0,1,14,22,ACTIVE,IDLE,1,4,1,1,33,250
3116,v2,RRM-0,1,1,40,87,ACTIVE,IDLE,1,5,4,1,82,250
3117,v2,RRM-1,1,1,17,31,ACTIVE,IDLE,1,1,2,0,168,250
3118,v9,RRM-4,1,1,59,81,IDLE,INIT,0,5,4,1,228,250
3119,v3,RRM-3,1,1,26,58,ACTIVE,IDLE,0,2,3,1,147,250
3120,v0,RRM-1,1,1,37,58,INIT,ACTIVE,1,4,5,1,168,250
3121,v3,RRM-4,1,1,63,75,IDLE,INIT,1,5,2,1,67,250
3122,v2,RRM-2,1,1,33,38,INIT,ACTIVE,0,2,5,1,10,250
3123,v3,RRM-1,1,1,30,64,IDLE,INIT,1,4,5,0,151,250
3124,v3,RRM-2,1,1,40,89,ACTIVE,IDLE,1,5,3,0,184,250
3125,v2,RRM-3,1,1,32,65,INIT,ACTIVE,1,2,3,0,183,250
3126,v1,RRM-1,1,1,46,69,INIT,ACTIVE,1,4,3,1,245,250
3127,v1,RRM-1,1,1,7,34,INIT,ACTIVE,1,5,4,1,84,250
3128,v3,RRM-0,1,1,0,66,INIT,ACTIVE,1,3,2,1,85,250
3129,v1,RRM-4,1,1,6,34,ACTIVE,IDLE,0,3,4,0,245,250
3130,v1,RRM-1,0,1,20,31,ACTIVE,IDLE,1,1,1,0,155,250
3131,v2,RRM-2,1,1,7,38,INIT,ACTIVE,1,3,1,1,213,250
3132,v1,UNREG-9,1,1,1,45,ACTIVE,IDLE,0,4,2,1,96,250
3133,v3,RRM-2,0,1,49,52,IDLE,INIT,1,5,1,1,197,250
3134,v2,RRM-1,1,1,12,22,ACTIVE,IDLE,1,1,1,1,212,250
3135,v1,RRM-2,1,1,91,99,IDLE,INIT,1,4,2,1,83,250
3136,v9,RRM-2,1,1,28,80,ACTIVE,IDLE,0,1,5,1,8,250
3137,v2,RRM-1,1,1,39,95,INIT,ACTIVE,1,2,3,1,61,250
3138,v3,RRM-1,1,1,49,66,INIT,ACTIVE,1,3,1,1,14,250
3139,v1,RRM-4,1,1,45,68,ACTIVE,IDLE,1,4,1,1,137,250
3140,v2,RRM-3,1,1,30,85,ACTIVE,IDLE,0,1,1,0,190,250
3141,v2,RRM-2,1,1,72,42,INIT,ACTIVE,1,5,3,1,211,250
3142,v1,RRM-2,1,1,49,66,INIT,ACTIVE,1,5,3,1,422,250
3143,v1,RRM-1,1,1,42,62,INIT,ACTIVE,1,4,2,1,277,250
3144,v1,RRM-2,1,1,8,21,IDLE,INIT,0,2,5,0,150,250
3145,v9,RRM-3,1,1,1,91,IDLE,INIT,1,3,1,1,20,250
3146,v2,RRM-1,1,1,7,35,ACTIVE,IDLE,1,5,3,0,38,250
3147,v2,RRM-3,1,0,44,56,IDLE,INIT,1,1,5,1,144,250
3148,v1,RRM-2,1,1,47,76,INIT,ACTIVE,1,2,1,1,418,250
3149,v1,RRM-4,0,1,61,76,INIT,ACTIVE,1,2,2,1,127,250
3150,v2,RRM-3,1,0,64,78,IDLE,INIT,1,4,2,1,220,250
3151,v2,RRM-4,1,1,22,57,INIT,IDLE,1,5,3,1,132,250
3152,v1,RRM-2,1,1,48,51,ACTIVE,IDLE,1,1,1,0,291,250
3153,v2,RRM-3,1,1,28,30,INIT,ACTIVE,1,4,2,1,29,250
3154,v1,RRM-3,1,1,30,65,INIT,ACTIVE,1,4,4,1,229,250
3155,v3,RRM-4,0,1,34,39,INIT,ACTIVE,1,4,3,1,57,250
3156,v2,RRM-4,1,1,73,86,ACTIVE,ACTIVE,1,4,2,1,203,250
3157,v2,UNREG-9,1,1,7,33,IDLE,INIT,0,4,5,1,27,250
3158,v2,RRM-2,1,1,2,35,INIT,ACTIVE,0,2,3,0,98,250
3159,v2,RRM-4,1,1,33,26,IDLE,INIT,0,1,5,1,29,250
3160,v9,RRM-2,1,1,47,65,ACTIVE,IDLE,0,3,5,0,199,250
3161,v3,RRM-1,1,1,8,74,IDLE,ACTIVE,1,5,3,1,162,250
3162,v1,RRM-4,1,1,82,96,INIT,ACTIVE,1,1,5,0,112,250
3163,v2,RRM-4,1,1,15,33,INIT,ACTIVE,0,5,5,0,198,250
3164,v1,RRM-4,1,1,56,83,ACTIVE,IDLE,1,5,2,0,227,250
3165,v2,RRM-4,1,1,19,20,ACTIVE,IDLE,0,4,1,1,393,250
3166,v2,RRM-3,1,1,49,100,ACTIVE,IDLE,1,5,2,1,124,250
3167,v3,RRM-1,1,0,96,97,ACTIVE,IDLE,1,2,2,0,160,250
3168,v2,RRM-4,0,1,20,94,ACTIVE,IDLE,0,4,1,1,48,250
3169,v2,RRM-3,1,1,14,90,IDLE,INIT,1,5,5,0,60,250
3170,v1,RRM-2,1,1,22,51,INIT,ACTIVE,0,1,3,0,226,250
3171,v1,RRM-3,1,1,79,41,INIT,ACTIVE,1,2,1,1,206,250
3172,v2,RRM-3,1,1,84,91,INIT,ACTIVE,0,4,3,1,128,250
3173,v1,RRM-3,1,1,48,71,INIT,ACTIVE,1,2,3,1,181,250
3174,v3,RRM-3,1,1,63,71,ACTIVE,IDLE,1,4,3,0,144,250
3175,v1,RRM-2,1,1,59,100,ACTIVE,IDLE,1,2,5,1,162,250
3176,v9,RRM-1,1,1,5,47,INIT,ACTIVE,1,5,5,0,14,250
3177,v3,RRM-4,1,1,47,65,INIT,ACTIVE,1,1,4,1,127,250
3178,v1,RRM-2,1,0,93,94,ACTIVE,IDLE,0,5,3,1,150,250
3179,v1,RRM-2,1,1,38,98,ACTIVE,IDLE,0,5,3,1,396,250
3180,v2,RRM-3,0,1,31,83,ACTIVE,IDLE,0,1,1,0,116,250
3181,v3,RRM-1,1,0,55,96,IDLE,INIT,1,2,2,1,25,250
3182,v2,RRM-1,1,1,3,27,INIT,ACTIVE,0,3,4,0,73,250
3183,v3,RRM-3,1,1,8,75,INIT,ACTIVE,1,2,2,0,102,250
3184,v9,RRM-3,1,1,82,85,ACTIVE,IDLE,1,3,1,1,237,250
3185,v3,RRM-2,1,0,26,98,ACTIVE,IDLE,0,1,2,1,212,250
3186,v2,RRM-0,1,1,16,96,IDLE,INIT,0,2,2,1,70,250
3187,v3,RRM-3,1,1,22,65,INIT,ACTIVE,0,5,1,1,121,250
3188,v2,RRM-3,1,1,33,40,IDLE,INIT,0,4,1,1,184,250
3189,v3,RRM-4,1,1,35,29,ACTIVE,IDLE,0,5,1,1,9,250
3190,v3,RRM-1,1,1,32,39,INIT,ACTIVE,1,2,4,0,49,250
3191,v1,RRM-1,1,1,17,74,ACTIVE,ACTIVE,1,1,4,1,214,250
3192,v1,RRM-4,1,1,26,90,INIT,IDLE,1,2,4,0,225,250
3193,v3,RRM-0,1,1,16,70,ACTIVE,IDLE,0,4,3,1,88,250
3194,v1,RRM-0,1,1,0,47,INIT,ACTIVE,1,4,4,1,167,250
3195,v1,RRM-0,1,1,11,25,INIT,ACTIVE,1,3,5,0,129,250
3196,v3,RRM-4,1,1,63,77,ACTIVE,IDLE,1,5,4,0,225,250
3197,v1,RRM-3,1,1,24,24,INIT,ACTIVE,1,2,1,1,67,250
3198,v9,RRM-1,1,1,37,78,INIT,ACTIVE,1,1,5,1,35,250
3199,v3,RRM-4,1,1,14,38,IDLE,INIT,1,5,1,1,12,250
3200,v3,RRM-3,1,1,39,47,ACTIVE,IDLE,1,5,2,0,170,250
3201,v2,RRM-4,1,1,36,99,INIT,ACTIVE,1,3,5,1,7,250
3202,v1,RRM-3,1,1,40,61,IDLE,INIT,0,1,2,0,305,250
3203,v1,RRM-4,1,1,57,78,INIT,ACTIVE,0,4,1,1,78,250
3204,v1,RRM-0,1,1,63,98,INIT,ACTIVE,1,1,2,1,152,250
3205,v3,RRM-1,1,1,96,100,ACTIVE,IDLE,1,4,2,0,57,250
3206,v1,RRM-1,1,1,21,75,INIT,ACTIVE,0,1,2,0,155,250
3207,v3,RRM-2,1,1,22,25,ACTIVE,IDLE,1,4,4,1,252,250
3208,v1,RRM-1,1,1,4,57,IDLE,INIT,1,4,1,1,7,250
3209,v1,RRM-2,1,1,60,59,ACTIVE,IDLE,0,4,2,1,142,250
3210,v2,RRM-4,1,1,18,58,INIT,ACTIVE,1,4,3,1,244,250
3211,v1,RRM-4,1,1,46,95,INIT,ACTIVE,1,4,3,1,184,250
3212,v3,RRM-2,1,1,13,46,IDLE,INIT,0,5,1,1,192,250
3213,v1,RRM-3,1,1,38,47,IDLE,INIT,0,4,2,1,340,250
3214,v3,RRM-1,1,1,27,99,ACTIVE,IDLE,1,2,1,0,180,250
3215,v3,RRM-3,1,1,4,24,INIT,ACTIVE,0,1,3,0,187,250
3216,v3,RRM-1,0,1,5,37,ACTIVE,IDLE,0,5,2,1,241,250
3217,v2,RRM-2,1,1,5,58,ACTIVE,IDLE,1,3,1,1,6,250
3218,v1,RRM-3,1,1,39,70,ACTIVE,IDLE,0,3,4,1,36,250
3219,v2,RRM-3,1,1,8,38,INIT,ACTIVE,0,1,5,1,206,250
3220,v1,RRM-2,1,1,18,55,INIT,IDLE,1,3,2,1,215,250
3221,v9,RRM-2,1,1,72,75,IDLE,INIT,1,4,3,1,50,250
3222,v1,RRM-3,1,0,25,31,ACTIVE,IDLE,1,4,3,1,82,250
3223,v1,RRM-2,1,1,27,40,ACTIVE,IDLE,1,2,4,0,86,250
3224,v2,RRM-2,1,1,28,40,ACTIVE,IDLE,1,5,4,0,83,250
3225,v2,RRM-3,1,1,57,89,INIT,ACTIVE,1,1,1,0,22,250
3226,v1,RRM-2,1,1,63,78,INIT,ACTIVE,1,5,2,1,204,250
3227,v3,UNREG-9,1,1,16,30,ACTIVE,IDLE,1,2,1,1,6,250
3228,v2,RRM-2,1,1,9,24,ACTIVE,INIT,1,5,3,1,238,250
3229,v2,RRM-2,1,1,68,91,INIT,ACTIVE,1,2,4,0,21,250
3230,v2,RRM-1,1,1,86,89,INIT,ACTIVE,1,4,3,1,138,250
3231,v3,RRM-3,1,1,17,58,INIT,ACTIVE,1,2,4,0,60,250
3232,v2,RRM-4,1,1,73,84,ACTIVE,IDLE,1,3,1,0,65,250
3233,v2,RRM-4,1,0,48,68,INIT,ACTIVE,1,3,3,0,114,250
3234,v0,RRM-3,1,1,76,80,IDLE,INIT,0,3,5,1,53,250
3235,v2,RRM-2,1,1,70,84,INIT,IDLE,1,5,5,1,237,250
3236,v3,RRM-3,1,1,21,53,INIT,ACTIVE,1,2,4,0,147,250
3237,v3,RRM-4,1,1,4,49,INIT,ACTIVE,1,1,1,0,106,250
3238,v3,RRM-2,1,1,17,67,INIT,ACTIVE,1,3,4,0,246,250
3239,v3,RRM-1,1,1,33,27,INIT,ACTIVE,1,3,4,1,247,250
3240,v2,RRM-2,1,1,26,28,INIT,ACTIVE,0,4,4,1,113,250
3241,v2,RRM-1,0,1,39,44,ACTIVE,IDLE,0,2,3,0,72,250
3242,v1,RRM-2,1,1,64,36,ACTIVE,IDLE,1,3,3,0,89,250
3243,v3,RRM-2,1,1,37,88,INIT,IDLE,1,2,3,0,192,250
3244,v3,RRM-4,1,1,3,52,ACTIVE,IDLE,0,3,3,0,83,250
3245,v3,RRM-2,1,0,24,79,INIT,ACTIVE,1,3,4,0,6,250
3246,v1,RRM-3,1,1,32,50,ACTIVE,INIT,1,4,4,1,111,250
3247,v3,RRM-1,1,1,22,32,IDLE,INIT,1,3,5,1,52,250
3248,v3,RRM-2,0,1,9,77,IDLE,INIT,0,5,3,1,150,250
3249,v2,RRM-1,1,1,41,43,INIT,ACTIVE,0,1,3,1,35,250
3250,v1,RRM-1,1,1,6,37,ACTIVE,IDLE,1,5,4,0,18,250
3251,v3,RRM-4,1,1,0,39,INIT,ACTIVE,1,3,4,1,25,250
3252,v2,RRM-3,1,1,11,27,INIT,ACTIVE,1,4,5,1,24,250
3253,v2,RRM-0,1,1,24,33,ACTIVE,IDLE,0,2,1,1,219,250
3254,v3,RRM-4,1,1,30,82,IDLE,INIT,0,4,4,0,493,250
3255,v1,RRM-1,1,1,59,86,ACTIVE,IDLE,0,1,1,0,228,250
3256,v3,RRM-1,1,1,87,100,IDLE,INIT,0,5,2,1,63,250
3257,v2,RRM-3,1,1,12,20,ACTIVE,IDLE,1,4,2,1,155,250
3258,v0,RRM-1,1,1,9,22,IDLE,INIT,0,3,5,1,242,250
3259,v2,RRM-2,1,1,70,98,INIT,ACTIVE,0,3,3,0,199,250
3260,v1,RRM-3,1,1,64,66,INIT,ACTIVE,0,3,2,1,112,250
3261,v1,RRM-4,1,1,60,75,INIT,ACTIVE,1,3,4,1,233,250
3262,v1,RRM-1,1,1,21,22,ACTIVE,IDLE,1,3,2,0,210,250
3263,v2,RRM-1,1,1,80,47,INIT,ACTIVE,1,5,5,1,129,250
3264,v1,RRM-1,1,1,24,33,INIT,IDLE,1,5,5,0,114,250
3265,v3,RRM-3,1,1,21,87,ACTIVE,INIT,1,1,2,1,136,250
3266,v1,RRM-3,1,1,14,86,INIT,ACTIVE,1,2,4,0,73,250
3267,v1,RRM-3,1,1,18,30,IDLE,INIT,0,3,3,1,252,250
3268,v9,RRM-1,1,1,56,84,IDLE,INIT,1,2,5,1,225,250
3269,v3,RRM-1,1,1,52,56,IDLE,INIT,0,2,3,1,59,250
3270,v3,RRM-3,1,1,26,63,ACTIVE,IDLE,0,2,5,1,241,250
3271,v1,RRM-3,1,1,33,78,IDLE,INIT,1,5,2,1,105,250
3272,v3,RRM-4,1,0,30,39,INIT,ACTIVE,1,1,2,1,135,250
3273,v1,RRM-1,1,1,82,90,INIT,ACTIVE,1,5,5,0,7,250
3274,v1,RRM-3,1,1,14,97,INIT,ACTIVE,1,1,4,1,118,250
3275,v2,RRM-1,1,1,25,51,IDLE,INIT,0,5,5,1,247,250
3276,v1,RRM-2,1,1,57,92,IDLE,INIT,1,2,3,1,190,250
3277,v3,RRM-0,1,1,24,76,IDLE,INIT,1,4,4,1,114,250
3278,v1,RRM-2,1,1,16,27,ACTIVE,IDLE,0,3,1,1,137,250
3279,v1,RRM-3,1,1,60,49,IDLE,INIT,0,1,3,0,185,250
3280,v3,RRM-4,1,0,58,66,IDLE,INIT,1,1,5,0,207,250
3281,v2,RRM-1,1,1,12,20,ACTIVE,IDLE,1,5,3,0,71,250
3282,v3,RRM-1,1,1,64,91,INIT,ACTIVE,0,5,1,1,158,250
3283,v2,RRM-2,1,1,53,53,INIT,ACTIVE,0,1,1,1,167,250
3284,v3,RRM-1,1,0,64,65,ACTIVE,IDLE,0,1,1,1,124,250
3285,v2,RRM-1,1,1,39,65,ACTIVE,IDLE,1,4,4,1,194,250
3286,v3,RRM-1,1,1,2,45,IDLE,INIT,1,4,1,1,440,250
3287,v2,RRM-1,1,1,54,91,INIT,ACTIVE,0,1,3,0,179,250
3288,v1,RRM-1,1,1,13,67,INIT,ACTIVE,1,1,1,0,116,250
3289,v0,RRM-4,1,1,20,22,INIT,ACTIVE,1,1,1,0,200,250
3290,v3,RRM-1,1,1,44,62,ACTIVE,IDLE,0,2,3,0,201,250
3291,v2,RRM-4,1,1,4,20,IDLE,INIT,1,3,3,1,311,250
3292,v1,RRM-4,1,1,4,84,ACTIVE,IDLE,1,5,4,0,160,250
3293,v3,RRM-2,1,1,80,80,ACTIVE,IDLE,1,2,2,1,36,250
3294,v1,RRM-1,1,1,36,78,ACTIVE,IDLE,1,1,1,1,55,250
3295,v1,RRM-2,1,1,44,80,ACTIVE,IDLE,0,3,4,0,248,250
3296,v1,RRM-4,1,0,5,53,INIT,ACTIVE,1,2,5,0,231,250
