track_number,icao24,callsign,origin_country,position_source,mode3a_code,emergency_squawk,spi,iff_mode,flight_plan_correlated,on_ground,baro_altitude_ft,geo_altitude_ft,ground_speed_kts,track_angle_deg,vertical_rate_fpm,latitude_deg,longitude_deg,in_restricted_zone,corridor_compliant,origin_known,sensor_platform,sensor_latitude,sensor_longitude,sensor_true_altitude_ft,slant_range_m,track_confidence
903,dfbf8d,N13,Netherlands,fused,3576,0,0,mode3_valid,0,0,28692,28692,334,185,4429,46.62883,6.82564,0,1,1,GS-RADAR-01,47.0,7.5,1800,66362,0.95
904,5c377f,BAW51,Germany,ads_b,4262,0,0,mode3_valid,0,0,3672,3672,107,88,9944,47.0213,7.98625,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,21544,0.878
905,bb69a0,UNKNOWN,Germany,asterix_radar,3535,0,0,mode3_invalid,0,0,30064,30064,117,32,-4670,47.28204,6.66455,0,1,1,GS-RADAR-01,47.0,7.5,1800,71066,0.699
906,b17e9a,N380,Austria,ads_b,6670,0,0,mode3_valid,1,0,29425,29425,557,36,3664,46.58219,8.82615,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,59476,0.867
907,1c317e,UNKNOWN,Germany,ads_b,1603,0,0,mode3_invalid,0,0,4777,4777,90,192,-3469,47.46774,9.10384,0,1,1,GS-RADAR-02,47.5,9.0,1500,8646,0.834
908,d28c4a,EJU440,,ads_b,4013,0,0,mode3_valid,1,0,17995,17995,500,59,-630,47.76515,7.03332,0,1,0,GS-RADAR-01,47.0,7.5,1800,92182,0.876
909,a35a61,SWR977,Netherlands,ads_b,2164,0,0,mode3_valid,1,0,27831,27831,248,210,-4290,47.42245,8.57705,1,1,1,GS-RADAR-02,47.5,9.0,1500,33908,0.851
910,e83284,AFR485,Austria,asterix_radar,3061,0,0,mode3_invalid,1,0,5433,5433,538,68,-3410,47.73386,9.34908,0,1,1,GS-RADAR-02,47.5,9.0,1500,36909,0.742
911,d4d808,UNKNOWN,Switzerland,ads_b,7655,0,0,mode3_invalid,0,0,5930,5930,150,136,-3432,46.96548,7.95403,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,20380,0.821
912,92cd4c,N544,Austria,ads_b,,0,0,no_response,0,0,29214,29214,383,333,11127,47.25375,8.21192,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,39493,0.826
913,ec69d5,UNKNOWN,Switzerland,ads_b,7043,0,0,mode3_invalid,0,0,4849,4849,404,228,5544,47.15446,8.66141,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,45164,0.834
914,cd56b3,AFR879,Italy,flarm,3332,0,0,mode3_invalid,1,0,7730,7730,305,312,3738,47.15186,6.72954,0,1,1,GS-RADAR-01,47.0,7.5,1800,60766,0.475
915,66c19b,SWR583,France,asterix_radar,,0,0,no_response,1,0,16112,16112,336,258,-4974,46.53545,8.20694,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,40543,0.723
916,6338b9,EJU876,Switzerland,ads_b,6566,0,0,mode3_valid,1,0,14753,14753,233,335,-2753,46.55748,9.23168,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,87376,0.874
917,8d7c9b,N98,Germany,ads_b,3446,0,0,mode3_valid,1,0,22618,22618,208,141,-2043,47.49768,8.57732,1,1,1,GS-RADAR-02,47.5,9.0,1500,32400,0.913
918,362f28,AFR309,France,ads_b,2645,0,0,mode3_valid,1,0,19572,19572,471,164,-5654,47.61404,8.30026,0,1,1,GS-RADAR-02,47.5,9.0,1500,54298,0.834
919,321d89,SWR313,Switzerland,fused,7255,0,0,mode3_valid,1,0,36904,36904,212,356,-164,46.91891,9.36499,0,1,1,GS-RADAR-02,47.5,9.0,1500,71073,0.923
920,bfe011,N297,Germany,asterix_radar,3244,0,1,mode3_invalid,1,0,14836,14836,112,29,-2110,47.69843,6.69301,0,1,1,GS-RADAR-01,47.0,7.5,1800,98707,0.72
921,aef077,N842,,ads_b,3352,0,0,mode3_valid,0,0,16730,16730,312,297,4379,47.19763,8.9037,0,1,0,GS-RADAR-02,47.5,9.0,1500,34707,0.865
922,2c627b,EJU485,Austria,ads_b,3006,0,0,mode3_valid,1,0,5133,5133,379,51,5679,47.45676,8.54839,1,1,1,GS-RADAR-02,47.5,9.0,1500,34296,0.813
923,e73c5d,AFR655,Italy,asterix_radar,4343,0,1,mode3_invalid,0,0,25675,25675,286,94,-2558,47.76764,9.27275,0,1,1,GS-RADAR-02,47.5,9.0,1500,36845,0.71
924,b3fa8d,DLH338,Austria,asterix_radar,1656,0,0,mode3_invalid,1,0,35859,35859,86,35,136,47.47776,8.57237,1,1,1,GS-RADAR-02,47.5,9.0,1500,33885,0.701
925,7c17d9,DLH63,,asterix_radar,2725,0,0,mode3_invalid,1,0,12462,12462,298,163,3856,47.43883,8.56586,1,0,0,GS-RADAR-02,47.5,9.0,1500,33500,0.689
926,29a33f,SWR500,Netherlands,ads_b,1322,0,0,mode3_valid,1,0,1537,1537,445,231,1761,47.00762,6.53456,0,1,1,GS-RADAR-01,47.0,7.5,1800,73213,0.854
927,6a54a6,SWR369,Netherlands,ads_b,6604,0,0,mode3_valid,1,0,2585,2585,509,330,1847,46.77569,7.01439,0,1,1,GS-RADAR-01,47.0,7.5,1800,44542,0.863
928,aef0f3,BAW108,Italy,fused,,0,0,no_response,0,0,4819,4819,315,335,-3596,47.51566,8.78868,0,1,1,GS-RADAR-02,47.5,9.0,1500,15999,0.873
929,5be758,EJU311,,ads_b,3110,0,0,mode3_valid,1,0,1123,1123,449,97,-1834,47.19077,8.2426,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,32898,0.88
930,6bd4c6,UNKNOWN,France,asterix_radar,,0,0,no_response,0,0,38256,38256,326,236,815,47.28871,6.58367,0,1,1,GS-RADAR-01,47.0,7.5,1800,77179,0.678
931,5829cb,DLH543,Netherlands,flarm,6531,0,0,mode3_invalid,1,0,26413,26413,121,260,-5767,47.64408,8.95295,0,1,1,GS-RADAR-02,47.5,9.0,1500,18077,0.511
932,81600e,DLH156,Switzerland,fused,,0,0,no_response,1,0,29566,29566,432,288,-4678,46.84273,8.96922,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,58925,0.917
933,10afe5,BAW730,,ads_b,7562,0,0,mode3_valid,1,0,30626,30626,461,186,2585,46.93797,6.9057,0,1,0,GS-RADAR-01,47.0,7.5,1800,46457,0.864
934,257eb2,EJU238,Italy,ads_b,,0,0,no_response,1,0,32833,32833,176,151,657,47.33941,7.76301,0,1,1,GS-RADAR-01,47.0,7.5,1800,43693,0.85
935,53c466,AFR11,,ads_b,,0,0,no_response,0,0,32747,32747,300,309,-3126,46.60435,7.82522,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,43774,0.87
936,3078b6,AUA88,France,ads_b,4165,0,0,mode3_valid,1,0,2429,2429,99,145,-2955,47.43367,8.55189,1,0,1,GS-RADAR-02,47.5,9.0,1500,34483,0.85
937,acbc31,AFR818,Italy,ads_b,7513,0,0,mode3_valid,1,0,5813,5813,142,95,-1792,47.05895,8.52162,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,30356,0.842
938,29bbb0,AFR601,,ads_b,5102,0,0,mode3_valid,1,0,4363,4363,507,216,2841,47.12949,7.97947,1,0,0,UAS-ORBIT-09,46.9,8.2,18000,30789,0.892
939,dcdb47,BAW486,Netherlands,ads_b,2434,0,0,mode3_valid,1,0,6365,6365,177,251,-4290,46.58546,7.95993,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,39629,0.884
940,d34d1d,DLH39,Switzerland,asterix_radar,1564,0,0,mode3_invalid,1,0,23370,23370,132,106,2794,47.67107,7.30204,0,1,1,GS-RADAR-01,47.0,7.5,1800,76379,0.681
941,892354,EJU145,Austria,fused,,0,0,no_response,0,0,36511,36511,162,359,2950,47.40977,8.55123,1,1,1,GS-RADAR-02,47.5,9.0,1500,36783,0.942
942,ba0a1a,UNKNOWN,Switzerland,fused,,0,0,no_response,0,0,35703,35703,266,202,-3729,46.59867,9.09227,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,75982,0.891
943,294a91,EJU853,Germany,fused,,0,0,no_response,1,0,2690,2690,438,289,-4387,47.68371,8.14193,0,1,1,GS-RADAR-02,47.5,9.0,1500,67512,0.953
944,196b60,AFR493,Austria,ads_b,4535,0,0,mode3_valid,1,0,27199,27199,85,326,-4532,47.03169,8.00161,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,21187,0.847
945,962848,BAW444,Germany,ads_b,1553,0,0,mode3_valid,1,0,15885,15885,239,350,2003,47.23854,8.44216,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,41879,0.83
946,fa61aa,EJU48,,asterix_radar,3434,0,0,mode3_invalid,1,0,13815,13815,256,100,-2269,47.4632,8.58544,1,1,0,GS-RADAR-02,47.5,9.0,1500,31644,0.705
947,212e5f,N501,,ads_b,7456,0,0,mode3_valid,0,0,24973,24973,284,304,5591,47.79406,8.78473,0,1,0,GS-RADAR-02,47.5,9.0,1500,37153,0.849
948,c500fa,AUA687,,ads_b,,0,0,no_response,1,0,10583,10583,474,351,-5601,47.1709,8.17166,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,30284,0.846
949,708d5c,UNKNOWN,Austria,ads_b,7043,0,0,mode3_invalid,0,0,34734,34734,110,168,3389,46.96868,8.80896,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,47139,0.882
950,b4babc,EJU60,Italy,mlat,5057,0,0,mode3_invalid,1,1,27938,27938,488,263,-4466,47.42619,8.56382,1,1,1,GS-RADAR-02,47.5,9.0,1500,34748,0.606
951,863b3f,DLH220,Italy,ads_b,6114,0,0,mode3_valid,1,0,38095,38095,166,309,-1073,47.41886,8.5321,1,0,1,GS-RADAR-02,47.5,9.0,1500,37990,0.832
952,6d75aa,BAW392,Austria,ads_b,3137,0,0,mode3_valid,1,0,33409,33409,434,57,-4649,46.5024,7.23812,0,1,1,GS-RADAR-01,47.0,7.5,1800,59601,0.867
953,eda34d,DLH985,Austria,ads_b,5151,0,0,mode3_valid,1,0,3070,3070,415,111,5026,47.43446,8.57674,1,1,1,GS-RADAR-02,47.5,9.0,1500,32643,0.843
954,8fe4de,DLH314,Austria,asterix_radar,2236,0,1,mode3_invalid,0,0,36617,36617,410,63,-5853,47.45283,9.35745,0,1,1,GS-RADAR-02,47.5,9.0,1500,29390,0.715
955,ede4ed,SWR784,Italy,fused,7671,0,1,mode3_valid,1,0,29835,29835,525,132,5884,47.44239,8.51164,1,0,1,GS-RADAR-02,47.5,9.0,1500,38249,0.949
956,475f65,UNKNOWN,Austria,ads_b,3403,0,0,mode3_invalid,0,0,16082,16082,370,323,-5128,47.44647,8.59186,1,0,1,GS-RADAR-02,47.5,9.0,1500,31562,0.909
957,52d355,AFR376,Switzerland,asterix_radar,4462,0,0,mode3_invalid,0,1,25100,25100,394,270,1239,46.98331,8.04126,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,15353,0.698
958,7a4a4a,EJU333,Germany,ads_b,7106,0,1,mode3_valid,1,0,1410,1410,477,90,1859,47.44739,8.56365,1,0,1,GS-RADAR-02,47.5,9.0,1500,33313,0.822
959,48b25e,N730,France,ads_b,7667,0,0,mode3_valid,1,0,24835,24835,496,180,3458,46.88519,9.48462,0,1,1,GS-RADAR-02,47.5,9.0,1500,77878,0.852
960,47e3af,AUA207,Netherlands,ads_b,4345,0,0,mode3_valid,1,0,33566,33566,500,36,1394,47.43407,8.52402,1,1,1,GS-RADAR-02,47.5,9.0,1500,37807,0.886
961,df7e3a,UNKNOWN,France,fused,,0,0,no_response,0,0,36713,36713,484,79,-5763,46.731,7.86245,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,32333,0.968
962,ccd4cb,DLH288,Netherlands,fused,2443,0,0,mode3_valid,1,0,14697,14697,137,120,111,46.84014,7.96947,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,18773,0.961
963,9d22b5,EJU510,Switzerland,fused,4756,0,0,mode3_valid,1,0,26736,26736,506,307,2872,47.74825,6.75863,0,1,1,GS-RADAR-01,47.0,7.5,1800,100482,0.953
964,32f05c,AFR92,France,ads_b,6664,0,0,mode3_valid,0,0,4486,4486,167,336,-4812,46.589,7.22386,0,1,1,GS-RADAR-01,47.0,7.5,1800,50310,0.913
965,dbc6bc,BAW653,France,ads_b,3070,0,0,mode3_valid,1,0,1725,1725,150,149,3966,46.63615,8.30974,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,30906,0.895
966,11d97b,BAW199,Netherlands,ads_b,7700,1,0,emergency,0,0,51,51,551,24,-941,47.76701,8.05163,0,1,1,GS-RADAR-02,47.5,9.0,1500,77015,0.817
967,6b7178,EJU743,Italy,ads_b,4623,0,0,mode3_valid,1,0,34856,34856,382,227,-4376,47.52156,7.41662,0,1,1,GS-RADAR-01,47.0,7.5,1800,59199,0.868
968,1c23cc,BAW37,,ads_b,2136,0,0,mode3_valid,1,1,28146,28146,245,106,3846,47.00122,7.96398,1,1,0,UAS-ORBIT-09,46.9,8.2,18000,21381,0.888
969,de5648,EJU425,Italy,asterix_radar,2452,0,0,mode3_invalid,1,0,31021,31021,397,336,1296,46.99636,8.0369,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,16847,0.689
970,2c7cd5,AUA878,Italy,ads_b,7113,0,0,mode3_valid,1,0,30360,30360,247,294,2571,47.5834,7.85525,0,1,1,GS-RADAR-01,47.0,7.5,1800,70724,0.837
971,6036eb,AUA330,Germany,ads_b,7774,0,0,mode3_valid,1,0,25724,25724,556,194,-2433,46.82683,8.05393,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,13966,0.846
972,d5c85e,BAW235,Austria,asterix_radar,,0,0,no_response,1,0,8376,8376,506,150,3984,46.73889,8.5361,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,31361,0.729
973,d287f1,N503,,ads_b,1437,0,0,mode3_valid,1,0,19319,19319,197,334,4518,47.40476,8.50111,1,0,0,GS-RADAR-02,47.5,9.0,1500,39354,0.907
974,1fe86f,UNKNOWN,Switzerland,asterix_radar,4264,0,0,mode3_invalid,0,0,19738,19738,231,322,-2912,46.99004,8.00698,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,17754,0.692
975,9ae49f,EJU412,Italy,asterix_radar,6112,0,0,mode3_invalid,1,1,24912,24912,543,86,-265,46.97542,8.02438,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,15892,0.715
976,53e1b2,AFR68,France,ads_b,5623,0,0,mode3_valid,1,0,19819,19819,387,341,-4830,46.97201,7.9696,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,19246,0.818
977,2f72a0,SWR517,Austria,ads_b,4212,0,0,mode3_valid,1,0,38779,38779,189,133,-1224,47.47563,7.97098,0,1,1,GS-RADAR-01,47.0,7.5,1800,64718,0.889
978,cd7111,AFR808,Netherlands,ads_b,1173,0,0,mode3_valid,1,0,31879,31879,178,303,375,47.42171,9.48889,0,1,1,GS-RADAR-02,47.5,9.0,1500,38889,0.825
979,80c279,AFR298,France,ads_b,1612,0,0,mode3_valid,1,0,10387,10387,130,248,-4872,47.39143,9.06344,0,1,1,GS-RADAR-02,47.5,9.0,1500,13261,0.876
980,f0974c,EJU230,France,ads_b,5572,0,0,mode3_valid,0,0,19986,19986,497,154,-3399,47.48427,8.56674,1,0,1,GS-RADAR-02,47.5,9.0,1500,33082,0.868
981,ba47a4,SWR762,Netherlands,ads_b,,0,0,no_response,1,0,17263,17263,170,170,2189,47.60297,9.16356,0,1,1,GS-RADAR-02,47.5,9.0,1500,17460,0.904
982,ff335b,EJU680,Switzerland,ads_b,5775,0,0,mode3_valid,1,0,17187,17187,261,140,-1709,47.49326,8.53225,1,1,1,GS-RADAR-02,47.5,9.0,1500,35472,0.83
983,0b3f17,UNKNOWN,,mlat,6734,0,0,mode3_invalid,0,0,28499,28499,504,260,-2075,47.59864,9.18246,0,1,0,GS-RADAR-02,47.5,9.0,1500,19379,0.544
984,db5a2c,DLH192,Netherlands,ads_b,5777,0,0,mode3_valid,0,0,27732,27732,467,313,-129,47.67917,7.73246,0,1,1,GS-RADAR-01,47.0,7.5,1800,77927,0.827
985,a0000b,DLH502,Switzerland,fused,5640,0,0,mode3_valid,1,0,28029,28029,262,125,-5847,47.03543,7.97013,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,23245,0.87
986,9a73df,BAW439,,ads_b,7735,0,0,mode3_valid,1,0,10175,10175,461,133,3588,47.54984,7.68294,0,1,0,GS-RADAR-01,47.0,7.5,1800,62729,0.878
987,0c8625,EJU314,Italy,ads_b,2377,0,0,mode3_valid,1,0,20276,20276,349,247,-121,46.74146,6.9768,0,1,1,GS-RADAR-01,47.0,7.5,1800,49397,0.863
988,ac1923,DLH95,,ads_b,1622,0,0,mode3_valid,1,0,36479,36479,559,99,-5214,47.11012,8.63043,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,40531,0.892
989,2f98e0,AFR510,Switzerland,ads_b,6653,0,0,mode3_valid,1,0,7532,7532,181,320,1950,47.51613,9.15162,0,1,1,GS-RADAR-02,47.5,9.0,1500,11674,0.855
990,ebe97f,EJU891,Switzerland,fused,2046,0,0,mode3_valid,1,0,25818,25818,437,339,-1150,46.66206,9.00741,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,66973,0.912
991,0023c5,UNKNOWN,Germany,asterix_radar,4605,0,0,mode3_invalid,0,0,31637,31637,393,18,5707,47.32881,9.41411,0,1,1,GS-RADAR-02,47.5,9.0,1500,37651,0.745
992,cb5cc3,EJU633,Switzerland,asterix_radar,7454,0,0,mode3_invalid,1,0,7491,7491,437,130,-4965,47.13886,8.42331,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,31658,0.734
993,0a4961,EJU287,France,ads_b,2070,0,0,mode3_valid,1,0,12494,12494,179,320,3150,46.79678,8.80043,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,47112,0.837
994,19a9cb,AUA727,Germany,asterix_radar,4767,0,0,mode3_invalid,0,0,31756,31756,226,295,3332,46.7637,7.00554,0,1,1,GS-RADAR-01,47.0,7.5,1800,46754,0.77
995,f63d1c,BAW521,Austria,ads_b,3610,0,0,mode3_valid,0,0,34974,34974,360,95,5636,47.02897,6.52187,0,1,1,GS-RADAR-01,47.0,7.5,1800,74911,0.855
996,959eee,UNKNOWN,Germany,ads_b,,0,0,no_response,0,0,36192,36192,243,264,-3104,47.46167,8.59752,1,1,1,GS-RADAR-02,47.5,9.0,1500,32323,0.843
997,31b20f,N357,Netherlands,mlat,4525,0,1,mode3_invalid,0,0,15551,15551,132,230,-3433,46.96731,8.03166,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,14830,0.555
998,678f99,SWR156,Switzerland,asterix_radar,1660,0,1,mode3_invalid,1,0,3118,3118,394,188,522,46.79188,8.88098,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,53361,0.747
999,869c6e,SWR16,Germany,ads_b,,0,0,no_response,1,0,20538,20538,102,76,-3292,47.19934,7.11238,0,1,1,GS-RADAR-01,47.0,7.5,1800,37212,0.846
1000,1dc88d,DLH717,Switzerland,mlat,3541,0,0,mode3_invalid,1,0,26348,26348,230,108,-4045,47.31136,8.76291,0,1,1,GS-RADAR-02,47.5,9.0,1500,28560,0.592
1001,38ccbf,SWR666,Italy,flarm,1417,0,0,mode3_invalid,1,0,17216,17216,102,81,-2688,46.64653,9.20066,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,81250,0.499
1002,dbf32a,SWR202,Switzerland,asterix_radar,7343,0,0,mode3_invalid,0,0,37423,37423,428,261,3071,46.81361,8.76168,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,44174,0.699
1003,158c3c,EJU828,France,ads_b,5716,0,1,mode3_valid,1,0,15969,15969,164,342,3512,46.65911,7.53094,0,1,1,GS-RADAR-01,47.0,7.5,1800,38223,0.847
1004,9a9777,N149,Austria,ads_b,5260,0,0,mode3_valid,1,0,17727,17727,83,272,-3719,46.68366,8.265,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,24559,0.836
1005,082b4c,DLH355,Germany,asterix_radar,3644,0,0,mode3_invalid,1,0,38735,38735,300,126,56,46.99119,8.05918,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,16032,0.716
1006,f8d47a,EJU749,France,ads_b,1337,0,0,mode3_valid,1,0,33584,33584,140,268,-5493,47.66205,7.99651,0,1,1,GS-RADAR-02,47.5,9.0,1500,78009,0.832
1007,6ff16a,N265,,ads_b,3107,0,0,mode3_valid,0,0,20685,20685,520,284,2162,47.09735,8.76298,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,48010,0.819
1008,5d901e,SWR876,Netherlands,asterix_radar,4076,0,0,mode3_invalid,1,0,31927,31927,97,165,4531,47.75411,7.51267,0,1,1,GS-RADAR-01,47.0,7.5,1800,84359,0.732
1009,e81e06,EJU106,Netherlands,mlat,5660,0,0,mode3_invalid,1,0,33646,33646,81,320,3584,47.43822,8.50241,1,0,1,GS-RADAR-02,47.5,9.0,1500,39269,0.599
1010,608f89,EJU846,Italy,asterix_radar,5432,0,1,mode3_invalid,1,0,33056,33056,333,80,4302,47.61762,8.22555,0,1,1,GS-RADAR-02,47.5,9.0,1500,60338,0.721
1011,3685b1,BAW185,Switzerland,ads_b,,0,0,no_response,1,0,29934,29934,360,265,-2630,47.01585,6.93768,0,1,1,GS-RADAR-01,47.0,7.5,1800,43526,0.833
1012,4af680,N929,Switzerland,flarm,,0,0,no_response,1,0,4515,4515,443,146,-3851,47.32192,7.27683,0,1,1,GS-RADAR-01,47.0,7.5,1800,39582,0.529
1013,d555a0,AFR265,Netherlands,ads_b,3046,0,0,mode3_valid,1,0,14410,14410,241,149,-2968,47.11083,8.5542,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,35666,0.844
1014,9d992c,UNKNOWN,Germany,ads_b,3734,0,0,mode3_invalid,0,0,36458,36458,546,229,10074,47.22059,8.90301,0,1,1,GS-RADAR-02,47.5,9.0,1500,33648,0.857
1015,2e5f51,AFR810,,fused,1321,0,0,mode3_valid,1,0,29595,29595,545,329,1708,46.98501,7.99867,1,1,0,UAS-ORBIT-09,46.9,8.2,18000,18315,0.882
1016,d49ec4,AUA306,France,asterix_radar,2375,0,0,mode3_invalid,0,0,38837,38837,233,169,897,47.47666,8.53511,1,1,1,GS-RADAR-02,47.5,9.0,1500,36830,0.753
1017,1b8898,DLH735,Austria,ads_b,7516,0,0,mode3_valid,0,0,31983,31983,519,68,671,47.59193,7.88082,0,1,1,GS-RADAR-01,47.0,7.5,1800,72398,0.834
1018,e19e17,AUA389,,ads_b,7046,0,0,mode3_valid,0,0,27865,27865,161,309,-3348,47.15383,9.06243,0,1,0,GS-RADAR-02,47.5,9.0,1500,39603,0.852
1019,6ba8eb,AFR947,Germany,asterix_radar,3272,0,1,mode3_invalid,1,0,7191,7191,138,219,10482,47.71609,8.91035,0,1,1,GS-RADAR-02,47.5,9.0,1500,25010,0.718
1020,e24761,AFR552,Switzerland,flarm,,0,0,no_response,1,0,12561,12561,518,134,5005,47.48154,7.37967,0,1,1,GS-RADAR-01,47.0,7.5,1800,54408,0.498
1021,2e0718,EJU245,Austria,ads_b,3111,0,0,mode3_valid,0,0,19631,19631,227,124,-3119,46.86827,7.25115,0,1,1,GS-RADAR-01,47.0,7.5,1800,24517,0.878
1022,702e78,UNKNOWN,Netherlands,ads_b,2524,0,0,mode3_invalid,0,0,31101,31101,155,56,984,47.56914,9.1182,0,1,1,GS-RADAR-02,47.5,9.0,1500,14807,0.862
1023,54c6e7,BAW758,Switzerland,asterix_radar,6230,0,0,mode3_invalid,1,0,29042,29042,486,121,-2384,47.78269,8.67379,0,1,1,GS-RADAR-02,47.5,9.0,1500,40691,0.722
1024,09a8cf,SWR576,Switzerland,fused,3707,0,0,mode3_valid,0,0,14751,14751,557,137,1265,46.75689,8.31059,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,18027,0.879
1025,e072f5,UNKNOWN,Italy,mlat,5423,0,0,mode3_invalid,0,0,17219,17219,133,286,4735,46.97912,9.44257,0,1,1,GS-RADAR-02,47.5,9.0,1500,67036,0.561
1026,d9c9d8,N902,Netherlands,ads_b,3317,0,1,mode3_valid,1,0,37128,37128,207,150,3584,47.57492,8.47921,0,1,1,GS-RADAR-02,47.5,9.0,1500,41421,0.849
1027,cc07bf,UNKNOWN,Germany,fused,1012,0,0,mode3_invalid,0,0,27341,27341,268,341,1221,47.28121,8.6572,0,1,1,GS-RADAR-02,47.5,9.0,1500,36329,0.963
1028,7ad35b,AUA373,Germany,ads_b,1447,0,0,mode3_valid,1,0,27389,27389,354,224,2259,46.89483,8.74175,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,41265,0.892
1029,ad329e,UNKNOWN,Austria,ads_b,4473,0,0,mode3_invalid,0,0,10042,10042,167,243,1417,47.43964,8.5015,1,1,1,GS-RADAR-02,47.5,9.0,1500,38154,0.832
1030,13eaa5,AFR916,Italy,mlat,,0,0,no_response,0,0,373,373,270,120,1419,46.81712,8.59576,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,31926,0.592
1031,14ea81,EJU780,Netherlands,ads_b,6103,0,0,mode3_valid,1,0,13562,13562,86,200,-1506,47.04923,7.98272,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,23429,0.842
1032,d0ea64,AFR238,Austria,asterix_radar,6456,0,0,mode3_invalid,1,0,6063,6063,230,205,1578,46.5295,8.44076,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,45247,0.728
1033,14061c,BAW627,Italy,ads_b,6054,0,0,mode3_valid,1,0,8859,8859,383,58,-2719,47.47188,7.08151,0,1,1,GS-RADAR-01,47.0,7.5,1800,61286,0.849
1034,e1df6e,AFR255,Germany,ads_b,,0,0,no_response,1,0,35610,35610,325,22,675,46.96696,7.99162,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,18291,0.885
1035,b506e1,N31,Netherlands,ads_b,7700,1,0,emergency,0,0,19175,19175,218,196,-552,46.55129,9.09215,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,78281,0.877
1036,97116d,EJU567,France,flarm,5474,0,0,mode3_invalid,0,0,12110,12110,318,181,-4759,47.27365,7.92396,0,1,1,GS-RADAR-01,47.0,7.5,1800,44318,0.479
1037,ecf7f4,UNKNOWN,Austria,asterix_radar,3322,0,0,mode3_invalid,0,0,15329,15329,95,233,-4658,46.90146,9.47488,0,1,1,GS-RADAR-02,47.5,9.0,1500,75725,0.727
1038,dcd190,N278,,ads_b,6207,0,0,mode3_valid,0,0,21694,21694,191,112,-3248,47.02258,8.02142,1,0,0,UAS-ORBIT-09,46.9,8.2,18000,19253,0.881
1039,5d60f0,AUA287,Italy,fused,3137,0,0,mode3_valid,1,0,4127,4127,354,157,1321,47.47549,8.06642,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,64921,0.952
1040,811e33,AUA453,Germany,flarm,3127,0,0,mode3_invalid,1,0,30594,30594,155,70,541,47.45229,8.53627,1,1,1,GS-RADAR-02,47.5,9.0,1500,36351,0.489
1041,464fd4,AUA905,Switzerland,fused,7034,0,0,mode3_valid,1,0,12165,12165,131,163,-1062,47.53579,8.35491,0,1,1,GS-RADAR-02,47.5,9.0,1500,48715,0.926
1042,3338e3,AUA504,,asterix_radar,7415,0,1,mode3_invalid,1,0,12923,12923,463,255,5664,47.57293,7.86149,0,1,0,GS-RADAR-01,47.0,7.5,1800,69379,0.696
1043,5321c5,SWR974,Italy,asterix_radar,3747,0,0,mode3_invalid,1,0,3005,3005,105,288,-2314,47.03231,7.99126,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,22095,0.691
